"liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity","time_signature_cat"
"mig",-25.784,0.222,210000,4,0.0566,0.0132,"lent","acustic",0.0498,4,"molta_veu",0,38,"4"
"mig",-6.942,0.77,278333,4,0.704,0.668,"lent","mig_acustic",0.0399,1,"sense_veu",0,51,"4"
"en_viu",-13.739,0.486,248512,4,0.799,0.634,"ràpid","acustic",0.0363,4,"sense_veu",1,56,"4"
"mig",-9.147,0.52,193846,5,0.0717,0.581,"lent","acustic",0.284,6,"sense_veu",0,52,"5"
"en_viu",-6.269,0.397,288146,3,0.357,0.477,"ràpid","acustic",0.0312,2,"sense_veu",1,33,"3"
"en_viu",-4.006,0.573,182190,4,0.447,0.983,"mitjà","no_acustic",0.196,1,"sense_veu",1,54,"4"
"en_viu",-4.2,0.745,175373,4,0.748,0.881,"lent","mig_acustic",0.0269,4,"sense_veu",1,43,"4"
"gravada",-13.326,0.769,252240,4,0.803,0.675,"lent","no_acustic",0.0724,6,"sense_veu",1,56,"4"
"en_viu",-6.162,0.551,282746,4,0.466,0.677,"ràpid","no_acustic",0.152,7,"sense_veu",0,66,"4"
"gravada",-5.827,0.656,168733,4,0.624,0.931,"ràpid","no_acustic",0.0976,1,"sense_veu",1,31,"4"
"gravada",-3.27,0.735,243146,4,0.567,0.887,"mitjà","no_acustic",0.039,4,"sense_veu",0,46,"4"
"gravada",-5.431,0.824,183973,4,0.961,0.738,"mitjà","no_acustic",0.0867,9,"sense_veu",1,65,"4"
"gravada",-7.801,0.869,133921,4,0.596,0.385,"ràpid","mig_acustic",0.297,4,"sense_veu",1,75,"4"
"mig",-9.794,0.592,223773,3,0.339,0.387,"lent","acustic",0.0246,11,"sense_veu",1,76,"3"
"gravada",-8.899,0.667,233028,4,0.948,0.478,"mitjà","mig_acustic",0.0505,0,"sense_veu",1,72,"4"
"mig",-9.529,0.706,126956,4,0.24,0.574,"ràpid","acustic",0.086,0,"molta_veu",1,21,"4"
"en_viu",-6.68,0.633,193906,4,0.416,0.758,"mitjà","acustic",0.41,2,"sense_veu",1,28,"4"
"en_viu",-9.398,0.765,415306,4,0.932,0.589,"mitjà","acustic",0.043,0,"sense_veu",1,0,"4"
"en_viu",-4.618,0.878,356960,4,0.546,0.755,"ràpid","mig_acustic",0.284,9,"sense_veu",0,9,"4"
"mig",-6.412,0.907,195546,4,0.626,0.578,"ràpid","no_acustic",0.312,6,"sense_veu",0,75,"4"
"en_viu",-11.792,0.736,182413,4,0.389,0.641,"ràpid","no_acustic",0.209,1,"sense_veu",1,68,"4"
"mig",-9.855,0.687,219253,4,0.145,0.531,"mitjà","acustic",0.0558,2,"sense_veu",1,55,"4"
"en_viu",-18.425,0.369,186206,4,0.0811,0.174,"mitjà","acustic",0.0286,10,"sense_veu",1,61,"4"
"en_viu",-6.518,0.373,198213,4,0.583,0.767,"mitjà","no_acustic",0.089,6,"sense_veu",1,43,"4"
"gravada",-7.137,0.744,205714,4,0.426,0.804,"mitjà","no_acustic",0.0677,4,"sense_veu",1,85,"4"
"en_viu",-3.998,0.816,253390,4,0.65,0.418,"ràpid","mig_acustic",0.129,5,"sense_veu",1,95,"4"
"gravada",-7.005,0.403,250478,4,0.663,0.754,"lent","acustic",0.0376,3,"sense_veu",0,50,"4"
"gravada",-5.469,0.58,227847,4,0.961,0.85,"ràpid","mig_acustic",0.0607,9,"sense_veu",0,70,"4"
"mig",-10.149,0.554,126163,4,0.694,0.605,"lent","mig_acustic",0.0297,6,"sense_veu",1,54,"4"
"mig",-5.464,0.701,209825,3,0.73,0.664,"lent","acustic",0.033,6,"sense_veu",0,64,"3"
"en_viu",-6.596,0.824,224573,4,0.853,0.765,"lent","mig_acustic",0.0882,8,"sense_veu",0,78,"4"
"gravada",-12.521,0.539,331240,4,0.643,0.649,"lent","acustic",0.0296,1,"sense_veu",1,41,"4"
"en_viu",-5.991,0.542,213309,4,0.733,0.764,"mitjà","no_acustic",0.0394,1,"sense_veu",1,98,"4"
"en_viu",-6.857,0.819,194754,4,0.449,0.714,"ràpid","mig_acustic",0.29,11,"sense_veu",0,43,"4"
"en_viu",-12.893,0.865,256506,4,0.614,0.65,"mitjà","mig_acustic",0.0322,8,"sense_veu",1,14,"4"
"en_viu",-4.682,0.694,203417,4,0.139,0.899,"mitjà","no_acustic",0.0299,7,"sense_veu",0,16,"4"
"gravada",-4.145,0.671,204640,4,0.322,0.81,"lent","mig_acustic",0.203,1,"sense_veu",1,50,"4"
"mig",-4.882,0.74,180897,4,0.319,0.629,"ràpid","mig_acustic",0.374,5,"sense_veu",0,90,"4"
"mig",-8.786,0.547,239226,4,0.181,0.693,"mitjà","no_acustic",0.0353,0,"sense_veu",1,68,"4"
"gravada",-4.957,0.466,280640,4,0.633,0.718,"lent","mig_acustic",0.224,7,"sense_veu",1,57,"4"
"en_viu",-6.723,0.59,238099,4,0.715,0.704,"ràpid","no_acustic",0.0296,7,"sense_veu",1,50,"4"
"mig",-9.86,0.663,212173,4,0.517,0.494,"mitjà","acustic",0.0489,5,"sense_veu",1,41,"4"
"en_viu",-6.186,0.831,184693,4,0.631,0.795,"ràpid","mig_acustic",0.264,3,"sense_veu",1,77,"4"
"mig",-7.454,0.5,156000,4,0.609,0.574,"lent","acustic",0.0324,4,"sense_veu",1,52,"4"
"gravada",-3.799,0.723,243413,4,0.961,0.777,"lent","mig_acustic",0.108,7,"sense_veu",0,71,"4"
"mig",-6.915,0.751,156600,3,0.161,0.443,"ràpid","acustic",0.0364,1,"sense_veu",0,16,"3"
"en_viu",-12.631,0.491,256574,4,0.61,0.851,"lent","acustic",0.381,9,"sense_veu",1,34,"4"
"en_viu",-3.439,0.901,229826,4,0.67,0.697,"lent","mig_acustic",0.28,9,"sense_veu",1,80,"4"
"mig",-13.068,0.376,185250,1,0.125,0.411,"lent","acustic",0.0257,6,"molta_veu",1,52,"1"
"mig",-11.28,0.774,116119,4,0.747,0.265,"lent","mig_acustic",0.0646,0,"sense_veu",0,46,"4"
"gravada",-7.48,0.246,212733,4,0.35,0.768,"mitjà","no_acustic",0.0387,9,"sense_veu",1,62,"4"
"en_viu",-6.788,0.641,183333,4,0.753,0.721,"lent","acustic",0.202,11,"sense_veu",1,63,"4"
"gravada",-2.92,0.662,207520,4,0.32,0.806,"mitjà","no_acustic",0.0504,2,"sense_veu",1,54,"4"
"en_viu",-6.784,0.628,228169,4,0.907,0.877,"mitjà","no_acustic",0.041,10,"sense_veu",0,63,"4"
"gravada",-7.399,0.874,225483,4,0.165,0.391,"mitjà","acustic",0.0604,0,"sense_veu",0,76,"4"
"gravada",-7.76,0.632,189750,4,0.389,0.561,"lent","no_acustic",0.0433,10,"sense_veu",0,39,"4"
"gravada",-5.149,0.721,182720,4,0.409,0.723,"lent","acustic",0.0528,5,"sense_veu",0,51,"4"
"gravada",-7.278,0.343,281235,3,0.247,0.357,"lent","acustic",0.0308,7,"sense_veu",1,76,"3"
"en_viu",-4.611,0.509,207679,4,0.356,0.658,"ràpid","mig_acustic",0.102,10,"sense_veu",0,47,"4"
"gravada",-5.265,0.665,190931,4,0.585,0.699,"mitjà","acustic",0.0815,11,"sense_veu",1,62,"4"
"mig",-2.835,0.755,294186,4,0.76,0.925,"mitjà","mig_acustic",0.0632,1,"sense_veu",0,73,"4"
"en_viu",-4.769,0.522,346280,4,0.795,0.868,"mitjà","mig_acustic",0.0361,7,"sense_veu",1,66,"4"
"gravada",-25.784,0.337,161920,4,0.0608,0.00922,"lent","acustic",0.0695,9,"molta_veu",1,54,"4"
"en_viu",-7.177,0.611,225903,4,0.265,0.523,"lent","no_acustic",0.292,2,"sense_veu",1,33,"4"
"gravada",-6.35,0.818,210367,4,0.174,0.54,"lent","no_acustic",0.174,6,"sense_veu",0,94,"4"
"mig",-7.057,0.88,121986,4,0.433,0.539,"ràpid","mig_acustic",0.254,7,"sense_veu",1,52,"4"
"en_viu",-3.232,0.483,303888,4,0.0465,0.685,"ràpid","acustic",0.174,10,"sense_veu",0,53,"4"
"en_viu",-4.347,0.692,208253,4,0.752,0.731,"mitjà","no_acustic",0.0405,7,"sense_veu",1,5,"4"
"gravada",-4.337,0.595,208600,4,0.462,0.71,"mitjà","no_acustic",0.0885,9,"sense_veu",0,61,"4"
"en_viu",-5.832,0.59,230640,4,0.798,0.868,"ràpid","mig_acustic",0.048,5,"sense_veu",0,67,"4"
"en_viu",-4.918,0.372,258732,4,0.478,0.865,"ràpid","no_acustic",0.0381,2,"sense_veu",1,75,"4"
"gravada",-3.388,0.639,140000,4,0.122,0.744,"mitjà","no_acustic",0.0446,9,"sense_veu",1,60,"4"
"mig",-10.23,0.674,203173,4,0.532,0.365,"lent","acustic",0.0758,11,"sense_veu",1,48,"4"
"gravada",-8.304,0.897,77333,4,0.79,0.572,"mitjà","mig_acustic",0.093,11,"sense_veu",0,50,"4"
"gravada",-8.037,0.564,232146,4,0.496,0.356,"lent","acustic",0.387,5,"sense_veu",1,68,"4"
"gravada",-6.409,0.662,236280,4,0.31,0.947,"ràpid","no_acustic",0.0517,7,"sense_veu",1,61,"4"
"gravada",-12.005,0.589,289533,4,0.399,0.515,"lent","acustic",0.0467,11,"sense_veu",0,51,"4"
"gravada",-9.648,0.933,279256,4,0.417,0.486,"mitjà","mig_acustic",0.0687,1,"sense_veu",1,39,"4"
"gravada",-4.641,0.568,230933,4,0.337,0.803,"lent","mig_acustic",0.143,5,"sense_veu",0,69,"4"
"mig",-4.013,0.599,233640,4,0.59,0.785,"ràpid","acustic",0.0309,0,"sense_veu",1,78,"4"
"gravada",-7.05,0.421,201660,4,0.452,0.827,"lent","acustic",0.0705,6,"sense_veu",1,92,"4"
"mig",-8.28,0.88,172800,4,0.91,0.699,"lent","mig_acustic",0.206,9,"sense_veu",1,87,"4"
"gravada",-3.232,0.784,210666,4,0.546,0.685,"ràpid","acustic",0.174,10,"sense_veu",0,53,"4"
"gravada",-11.212,0.551,150640,4,0.315,0.293,"mitjà","acustic",0.0272,2,"sense_veu",1,70,"4"
"mig",-9.864,0.623,230353,4,0.74,0.519,"lent","acustic",0.0543,10,"sense_veu",1,19,"4"
"gravada",-4.415,0.657,184053,4,0.651,0.703,"mitjà","no_acustic",0.0554,0,"sense_veu",1,70,"4"
"gravada",-5.973,0.513,212400,4,0.514,0.568,"ràpid","no_acustic",0.0524,0,"sense_veu",1,62,"4"
"mig",-7.216,0.814,163404,4,0.347,0.507,"ràpid","mig_acustic",0.0772,9,"sense_veu",1,73,"4"
"en_viu",-6.932,0.341,206210,4,0.336,0.721,"lent","no_acustic",0.0518,6,"sense_veu",1,32,"4"
"gravada",-3.66,0.33,233200,4,0.234,0.936,"ràpid","no_acustic",0.0917,1,"sense_veu",1,80,"4"
"en_viu",-8.294,0.707,161739,4,0.361,0.581,"ràpid","acustic",0.0669,10,"sense_veu",0,34,"4"
"gravada",-9.199,0.862,301520,4,0.925,0.479,"mitjà","mig_acustic",0.0646,7,"sense_veu",1,75,"4"
"mig",-8.204,0.74,245640,4,0.325,0.462,"ràpid","acustic",0.0328,8,"sense_veu",1,81,"4"
"mig",-4.17,0.736,216733,4,0.635,0.811,"lent","no_acustic",0.189,9,"sense_veu",0,73,"4"
"gravada",-3.799,0.772,201287,4,0.616,0.823,"ràpid","no_acustic",0.12,9,"sense_veu",1,0,"4"
"en_viu",-11.182,0.69,200005,4,0.569,0.635,"ràpid","mig_acustic",0.34,1,"sense_veu",1,73,"4"
"en_viu",-5.144,0.8,204664,4,0.309,0.578,"ràpid","no_acustic",0.0485,11,"sense_veu",0,92,"4"
"gravada",-11.648,0.2,282727,4,0.0371,0.106,"lent","acustic",0.0297,4,"molta_veu",0,54,"4"
"en_viu",-6.57,0.652,216000,4,0.199,0.569,"lent","acustic",0.0399,7,"sense_veu",0,54,"4"
"gravada",-13.496,0.814,278333,4,0.91,0.501,"lent","acustic",0.0319,2,"sense_veu",1,66,"4"
"mig",-20.126,0.411,210535,4,0.0654,0.131,"mitjà","acustic",0.0482,0,"molta_veu",0,53,"4"
"en_viu",-4,0.858,241440,4,0.962,0.816,"ràpid","no_acustic",0.029,1,"sense_veu",1,52,"4"
"en_viu",-3.934,0.58,239880,4,0.558,0.832,"lent","mig_acustic",0.0313,5,"sense_veu",1,51,"4"
"mig",-5.956,0.484,119133,4,0.759,0.542,"ràpid","mig_acustic",0.469,0,"sense_veu",1,55,"4"
"mig",-21.746,0.594,110744,4,0.289,0.299,"lent","acustic",0.331,2,"molta_veu",0,48,"4"
"en_viu",-4.59,0.72,197993,4,0.305,0.807,"mitjà","mig_acustic",0.0432,11,"sense_veu",0,87,"4"
"en_viu",-5.936,0.608,112800,4,0.311,0.576,"mitjà","mig_acustic",0.0449,1,"sense_veu",1,60,"4"
"mig",-4.575,0.525,230439,4,0.314,0.814,"ràpid","mig_acustic",0.0561,6,"sense_veu",1,34,"4"
"en_viu",-7.344,0.723,298600,4,0.836,0.713,"ràpid","mig_acustic",0.0375,0,"sense_veu",0,47,"4"
"gravada",-10.08,0.82,146466,4,0.84,0.388,"mitjà","acustic",0.0385,6,"sense_veu",0,40,"4"
"en_viu",-5.812,0.755,181906,4,0.844,0.767,"mitjà","no_acustic",0.0494,0,"sense_veu",1,62,"4"
"en_viu",-9.244,0.748,286666,4,0.566,0.978,"mitjà","mig_acustic",0.312,7,"sense_veu",1,6,"4"
"gravada",-7.008,0.744,219840,4,0.87,0.741,"lent","no_acustic",0.192,2,"sense_veu",1,77,"4"
"en_viu",-4.581,0.816,253390,4,0.232,0.726,"ràpid","mig_acustic",0.0777,5,"sense_veu",0,95,"4"
"en_viu",-3.748,0.826,143773,3,0.743,0.865,"mitjà","no_acustic",0.0374,7,"sense_veu",1,64,"3"
"mig",-6.879,0.709,230952,4,0.497,0.749,"mitjà","acustic",0.0358,0,"sense_veu",1,35,"4"
"en_viu",-4.67,0.889,111000,4,0.777,0.816,"lent","acustic",0.247,9,"sense_veu",1,80,"4"
"gravada",-3.673,0.854,170958,4,0.704,0.817,"mitjà","no_acustic",0.0337,1,"sense_veu",1,81,"4"
"en_viu",-4.589,0.675,231666,4,0.152,0.758,"lent","acustic",0.0368,4,"sense_veu",0,63,"4"
"mig",-4.862,0.528,189029,4,0.309,0.894,"lent","mig_acustic",0.0914,11,"sense_veu",0,40,"4"
"gravada",-7.643,0.489,171733,4,0.125,0.487,"lent","acustic",0.0498,7,"sense_veu",0,26,"4"
"mig",-5.578,0.707,190280,4,0.93,0.676,"lent","mig_acustic",0.176,1,"sense_veu",1,61,"4"
"gravada",-9.916,0.6,277240,4,0.321,0.77,"mitjà","no_acustic",0.0302,5,"sense_veu",0,61,"4"
"gravada",-8.415,0.814,178266,5,0.504,0.533,"ràpid","mig_acustic",0.174,10,"sense_veu",1,49,"5"
"en_viu",-3.994,0.524,219466,4,0.567,0.693,"ràpid","no_acustic",0.113,9,"sense_veu",0,74,"4"
"gravada",-9.434,0.315,206222,4,0.207,0.548,"ràpid","no_acustic",0.175,11,"sense_veu",0,63,"4"
"gravada",-4.739,0.755,205840,4,0.911,0.845,"lent","mig_acustic",0.0326,10,"sense_veu",1,51,"4"
"gravada",-4.741,0.777,214480,4,0.444,0.627,"lent","acustic",0.0792,9,"sense_veu",1,22,"4"
"mig",-7.827,0.706,267000,4,0.693,0.636,"lent","acustic",0.0367,11,"sense_veu",0,18,"4"
"en_viu",-10.09,0.472,168974,4,0.213,0.363,"mitjà","acustic",0.0328,0,"sense_veu",1,59,"4"
"gravada",-9.391,0.426,252230,4,0.248,0.721,"ràpid","no_acustic",0.0992,1,"sense_veu",0,43,"4"
"mig",-15.196,0.587,289004,4,0.288,0.142,"mitjà","acustic",0.0329,7,"sense_veu",1,67,"4"
"en_viu",-7.755,0.774,236400,4,0.479,0.404,"mitjà","acustic",0.0305,0,"molta_veu",1,58,"4"
"mig",-6.529,0.738,217118,4,0.387,0.605,"lent","mig_acustic",0.075,11,"sense_veu",0,87,"4"
"mig",-10.332,0.877,192223,4,0.116,0.585,"mitjà","mig_acustic",0.219,8,"poca_veu",0,95,"4"
"mig",-4.622,0.651,169612,4,0.473,0.782,"lent","mig_acustic",0.0303,8,"sense_veu",1,72,"4"
"mig",-5.162,0.518,250586,4,0.447,0.842,"ràpid","mig_acustic",0.0401,9,"sense_veu",0,3,"4"
"en_viu",-6.695,0.733,247626,4,0.332,0.649,"lent","no_acustic",0.0478,11,"sense_veu",0,79,"4"
"mig",-7.444,0.237,263691,4,0.485,0.723,"ràpid","mig_acustic",0.0408,8,"sense_veu",1,58,"4"
"en_viu",-6.789,0.642,215000,4,0.782,0.957,"mitjà","no_acustic",0.0269,9,"sense_veu",0,44,"4"
"gravada",-12.938,0.689,164000,4,0.935,0.47,"mitjà","acustic",0.03,7,"sense_veu",1,40,"4"
"mig",-11.97,0.556,245586,4,0.0564,0.713,"lent","acustic",0.0352,10,"sense_veu",0,35,"4"
"en_viu",-4.013,0.402,226687,4,0.862,0.966,"ràpid","acustic",0.268,0,"sense_veu",1,48,"4"
"gravada",-4.987,0.78,216689,4,0.957,0.869,"mitjà","mig_acustic",0.0517,9,"sense_veu",1,67,"4"
"gravada",-5.425,0.876,304909,4,0.458,0.596,"ràpid","mig_acustic",0.0355,1,"sense_veu",1,54,"4"
"gravada",-7.723,0.664,286880,4,0.287,0.605,"mitjà","acustic",0.0264,9,"sense_veu",1,65,"4"
"gravada",-3.959,0.813,215151,4,0.914,0.742,"mitjà","no_acustic",0.0838,4,"sense_veu",1,61,"4"
"gravada",-8.197,0.678,114461,4,0.89,0.604,"mitjà","acustic",0.0598,9,"molta_veu",1,68,"4"
"mig",-6.879,0.872,287000,4,0.527,0.673,"ràpid","no_acustic",0.108,2,"sense_veu",1,69,"4"
"gravada",-3.539,0.677,134106,4,0.692,0.767,"ràpid","mig_acustic",0.286,11,"sense_veu",0,77,"4"
"mig",-6.626,0.656,259013,4,0.812,0.66,"ràpid","acustic",0.0678,7,"sense_veu",1,65,"4"
"en_viu",-5.585,0.646,279693,3,0.488,0.626,"lent","acustic",0.0355,10,"sense_veu",0,36,"3"
"mig",-6.528,0.813,232586,4,0.621,0.714,"lent","mig_acustic",0.188,10,"sense_veu",0,26,"4"
"gravada",-9.112,0.738,134453,4,0.81,0.538,"lent","acustic",0.0374,2,"sense_veu",1,37,"4"
"en_viu",-11.048,0.707,195000,4,0.298,0.433,"mitjà","mig_acustic",0.0661,1,"sense_veu",1,39,"4"
"en_viu",-5.03,0.522,269600,4,0.304,0.934,"ràpid","no_acustic",0.0617,11,"sense_veu",0,0,"4"
"mig",-7.078,0.859,251009,4,0.542,0.524,"mitjà","acustic",0.187,11,"sense_veu",0,24,"4"
"en_viu",-11.285,0.745,258079,4,0.202,0.563,"mitjà","no_acustic",0.0767,8,"sense_veu",1,45,"4"
"mig",-10.479,0.549,190640,5,0.506,0.449,"lent","acustic",0.0455,4,"sense_veu",1,72,"5"
"en_viu",-5.199,0.74,267152,4,0.536,0.669,"mitjà","no_acustic",0.0393,0,"sense_veu",1,87,"4"
"en_viu",-7.495,0.395,271066,4,0.493,0.458,"mitjà","acustic",0.105,4,"sense_veu",0,0,"4"
"gravada",-15.507,0.349,153373,4,0.439,0.243,"lent","acustic",0.0307,10,"sense_veu",1,24,"4"
"gravada",-7.598,0.944,271333,4,0.833,0.805,"mitjà","mig_acustic",0.229,6,"sense_veu",0,34,"4"
"gravada",-7.924,0.777,168693,4,0.433,0.659,"ràpid","mig_acustic",0.198,10,"sense_veu",1,64,"4"
"en_viu",-8.047,0.654,277788,4,0.612,0.607,"ràpid","no_acustic",0.0394,5,"sense_veu",1,17,"4"
"en_viu",-4.055,0.506,169620,4,0.267,0.629,"ràpid","mig_acustic",0.142,8,"sense_veu",1,86,"4"
"en_viu",-5.894,0.624,196447,4,0.354,0.72,"lent","mig_acustic",0.139,9,"sense_veu",1,75,"4"
"gravada",-7.543,0.738,256613,4,0.9,0.867,"lent","mig_acustic",0.305,10,"sense_veu",0,52,"4"
"mig",-9.361,0.744,191160,4,0.818,0.545,"lent","acustic",0.0297,2,"sense_veu",1,68,"4"
"gravada",-3.612,0.822,200346,4,0.944,0.799,"mitjà","mig_acustic",0.0278,1,"sense_veu",1,68,"4"
"mig",-7.132,0.835,154154,4,0.45,0.591,"ràpid","mig_acustic",0.306,7,"sense_veu",1,42,"4"
"mig",-6.569,0.545,284866,4,0.572,0.707,"lent","mig_acustic",0.0354,7,"sense_veu",0,39,"4"
"en_viu",-18.431,0.458,129000,4,0.506,0.275,"lent","acustic",0.0261,10,"sense_veu",1,53,"4"
"mig",-10.48,0.614,199826,4,0.714,0.638,"mitjà","no_acustic",0.0499,0,"sense_veu",1,46,"4"
"gravada",-6.378,0.552,260000,5,0.639,0.76,"mitjà","mig_acustic",0.036,0,"sense_veu",1,94,"5"
"gravada",-4.267,0.743,214400,4,0.59,0.779,"lent","no_acustic",0.0953,8,"sense_veu",0,81,"4"
"en_viu",-7.364,0.398,181760,4,0.406,0.809,"mitjà","no_acustic",0.154,7,"sense_veu",1,49,"4"
"en_viu",-5.162,0.383,374666,4,0.138,0.662,"mitjà","mig_acustic",0.0333,3,"sense_veu",1,78,"4"
"mig",-7.713,0.674,247613,4,0.705,0.545,"lent","mig_acustic",0.0563,11,"sense_veu",0,49,"4"
"en_viu",-7.998,0.354,178266,4,0.587,0.491,"ràpid","acustic",0.0404,2,"sense_veu",0,49,"4"
"mig",-3.895,0.692,202445,4,0.515,0.705,"mitjà","mig_acustic",0.0526,4,"sense_veu",1,42,"4"
"en_viu",-5.266,0.729,183906,4,0.261,0.625,"ràpid","mig_acustic",0.0311,1,"sense_veu",1,87,"4"
"en_viu",-4.44,0.629,174774,4,0.649,0.596,"ràpid","no_acustic",0.193,0,"sense_veu",1,67,"4"
"en_viu",-4.19,0.693,173807,4,0.74,0.978,"mitjà","no_acustic",0.123,7,"sense_veu",0,52,"4"
"mig",-14.183,0.506,257737,4,0.641,0.433,"lent","acustic",0.0345,2,"sense_veu",0,69,"4"
"gravada",-6.797,0.445,215266,4,0.526,0.589,"ràpid","no_acustic",0.0394,3,"sense_veu",1,28,"4"
"mig",-10.325,0.391,196173,1,0.673,0.575,"lent","acustic",0.0285,10,"sense_veu",1,69,"1"
"en_viu",-5.107,0.624,216933,4,0.172,0.807,"ràpid","no_acustic",0.218,9,"sense_veu",0,66,"4"
"mig",-6.443,0.595,194480,4,0.217,0.542,"mitjà","mig_acustic",0.0287,9,"sense_veu",1,68,"4"
"mig",-3.02,0.748,184732,4,0.431,0.652,"mitjà","mig_acustic",0.0573,6,"sense_veu",1,55,"4"
"gravada",-5.134,0.739,227234,4,0.941,0.809,"lent","mig_acustic",0.0416,11,"sense_veu",0,57,"4"
"gravada",-3.676,0.799,221266,4,0.352,0.755,"lent","mig_acustic",0.0882,1,"sense_veu",1,40,"4"
"en_viu",-6.744,0.573,173613,4,0.54,0.71,"mitjà","no_acustic",0.0324,8,"sense_veu",1,70,"4"
"en_viu",-6.854,0.652,196124,4,0.793,0.7,"ràpid","mig_acustic",0.103,1,"sense_veu",1,59,"4"
"gravada",-7.405,0.508,204750,4,0.123,0.513,"lent","acustic",0.0265,1,"sense_veu",1,57,"4"
"mig",-13.213,0.554,217633,4,0.486,0.667,"lent","acustic",0.0439,7,"sense_veu",1,73,"4"
"gravada",-9.188,0.671,240680,4,0.186,0.672,"mitjà","mig_acustic",0.116,4,"sense_veu",1,69,"4"
"gravada",-5.81,0.61,195501,4,0.424,0.682,"mitjà","mig_acustic",0.112,0,"sense_veu",0,60,"4"
"mig",-11.997,0.965,137493,4,0.708,0.326,"mitjà","acustic",0.075,11,"sense_veu",1,41,"4"
"mig",-7.876,0.501,223146,4,0.371,0.542,"lent","no_acustic",0.034,5,"sense_veu",1,67,"4"
"en_viu",-5.72,0.776,162994,4,0.57,0.624,"lent","mig_acustic",0.199,2,"sense_veu",1,60,"4"
"mig",-5.768,0.518,141691,4,0.505,0.622,"mitjà","mig_acustic",0.0471,9,"sense_veu",1,60,"4"
"en_viu",-3.1,0.485,224906,4,0.79,0.987,"mitjà","no_acustic",0.0738,4,"sense_veu",1,66,"4"
"mig",-8.619,0.598,251280,4,0.721,0.528,"mitjà","mig_acustic",0.0281,0,"sense_veu",1,12,"4"
"gravada",-9.773,0.714,277706,4,0.69,0.405,"mitjà","acustic",0.0336,10,"sense_veu",1,58,"4"
"gravada",-9.343,0.299,200113,4,0.281,0.667,"lent","mig_acustic",0.0439,7,"sense_veu",1,73,"4"
"en_viu",-5.351,0.644,238680,4,0.811,0.757,"mitjà","no_acustic",0.165,2,"sense_veu",1,7,"4"
"en_viu",-8.513,0.483,237093,4,0.444,0.524,"lent","acustic",0.0373,7,"sense_veu",1,47,"4"
"mig",-5.879,0.692,241133,4,0.45,0.709,"lent","acustic",0.0904,4,"sense_veu",1,45,"4"
"gravada",-8.175,0.546,198666,4,0.444,0.533,"lent","acustic",0.0581,9,"sense_veu",1,33,"4"
"en_viu",-3.073,0.947,281826,4,0.71,0.729,"lent","acustic",0.0502,4,"sense_veu",0,79,"4"
"en_viu",-5.661,0.643,150466,4,0.685,0.695,"mitjà","no_acustic",0.048,9,"sense_veu",1,0,"4"
"en_viu",-7.401,0.662,224914,4,0.347,0.677,"lent","mig_acustic",0.0692,1,"sense_veu",0,74,"4"
"gravada",-13.419,0.739,233661,4,0.947,0.466,"mitjà","acustic",0.032,2,"sense_veu",1,22,"4"
"gravada",-5.549,0.7,209613,4,0.781,0.723,"mitjà","no_acustic",0.0408,4,"sense_veu",1,55,"4"
"en_viu",-4.266,0.9,200560,4,0.676,0.747,"lent","no_acustic",0.162,10,"sense_veu",1,66,"4"
"en_viu",-4.718,0.571,190000,4,0.504,0.704,"mitjà","no_acustic",0.0373,2,"sense_veu",0,69,"4"
"mig",-8.029,0.676,371705,4,0.389,0.577,"mitjà","mig_acustic",0.0251,5,"sense_veu",1,7,"4"
"gravada",-3.252,0.478,226082,4,0.163,0.977,"mitjà","no_acustic",0.172,6,"sense_veu",1,39,"4"
"gravada",-9.353,0.384,254500,4,0.15,0.489,"mitjà","acustic",0.0464,1,"molta_veu",1,55,"4"
"en_viu",-3.926,0.689,176026,4,0.393,0.776,"mitjà","no_acustic",0.0903,0,"sense_veu",1,60,"4"
"gravada",-12.22,0.823,230012,3,0.14,0.192,"lent","mig_acustic",0.356,2,"molta_veu",1,42,"3"
"gravada",-4.817,0.471,163250,4,0.355,0.791,"mitjà","mig_acustic",0.0506,0,"sense_veu",1,69,"4"
"en_viu",-8.53,0.736,224506,4,0.47,0.482,"ràpid","acustic",0.053,4,"sense_veu",1,0,"4"
"en_viu",-5.981,0.864,217093,4,0.881,0.858,"mitjà","acustic",0.137,1,"sense_veu",0,29,"4"
"mig",-13.507,0.721,336173,4,0.792,0.702,"mitjà","no_acustic",0.0898,1,"poca_veu",1,38,"4"
"mig",-16.429,0.674,204000,4,0.941,0.371,"lent","acustic",0.0626,1,"sense_veu",1,51,"4"
"gravada",-6.642,0.796,388160,4,0.901,0.65,"mitjà","mig_acustic",0.0403,4,"sense_veu",0,46,"4"
"en_viu",-8.027,0.588,417188,1,0.169,0.623,"ràpid","no_acustic",0.0269,11,"poca_veu",0,2,"1"
"mig",-7.217,0.828,194323,4,0.918,0.724,"lent","no_acustic",0.113,9,"sense_veu",0,60,"4"
"gravada",-4.575,0.73,350400,4,0.923,0.868,"ràpid","mig_acustic",0.0288,10,"sense_veu",1,68,"4"
"gravada",-6.403,0.827,204653,4,0.824,0.7,"ràpid","no_acustic",0.0985,8,"sense_veu",1,64,"4"
"mig",-5.868,0.806,187814,4,0.943,0.917,"mitjà","acustic",0.158,4,"sense_veu",0,59,"4"
