liveness,loudness,danceability,song_duration_ms,time_signature,audio_valence,energy,tempo,acousticness,speechiness,key,instrumentalness,audio_mode,song_popularity,time_signature_cat
NA,-3.879,0.61,NA,NA,0.466,0.683,mitjà,no_acustic,0.0253,2,sense_veu,NA,75,NA
NA,-16.526,NA,248964,NA,0.238,0.273,NA,acustic,0.038,4,poca_veu,0,60,NA
NA,-6.455,0.728,193030,NA,NA,NA,mitjà,mig_acustic,0.0336,5,sense_veu,0,74,NA
mig,-5.172,0.648,201004,NA,0.399,NA,NA,no_acustic,0.0843,6,sense_veu,0,57,NA
mig,NA,0.695,160914,4,NA,0.349,ràpid,acustic,NA,3,sense_veu,1,44,4
mig,-6.857,0.661,220000,NA,0.39,NA,ràpid,NA,NA,NA,NA,NA,38,NA
en_viu,NA,NA,NA,4,NA,0.756,NA,NA,0.487,9,sense_veu,NA,74,4
NA,NA,0.591,220573,4,0.578,0.942,lent,NA,0.366,0,sense_veu,1,45,4
gravada,-6.237,0.438,NA,4,0.564,NA,NA,NA,0.0624,8,sense_veu,1,78,4
NA,NA,0.57,69791,3,0.623,0.106,lent,acustic,NA,9,molta_veu,0,67,3
NA,-4.122,0.404,176346,4,NA,0.886,ràpid,no_acustic,NA,NA,NA,1,2,4
NA,-6.072,0.839,NA,4,0.596,0.73,mitjà,no_acustic,NA,2,sense_veu,1,50,4
NA,-4.401,0.708,NA,4,0.733,0.752,NA,mig_acustic,0.0886,NA,sense_veu,NA,60,4
mig,-5.427,NA,NA,NA,0.531,0.726,lent,no_acustic,NA,11,sense_veu,1,42,NA
gravada,-5.819,0.657,168826,NA,NA,0.932,ràpid,mig_acustic,0.0992,1,NA,1,74,NA
NA,NA,0.857,183733,4,0.843,0.468,lent,no_acustic,0.0476,1,sense_veu,NA,77,4
NA,-2.79,0.978,254466,NA,0.597,0.787,mitjà,no_acustic,0.0394,2,sense_veu,1,71,NA
mig,NA,0.76,100629,4,0.623,0.164,lent,mig_acustic,0.451,9,sense_veu,0,53,4
NA,-5.645,0.751,369573,4,0.509,0.708,mitjà,no_acustic,0.0545,NA,sense_veu,1,72,4
NA,-10.615,0.759,195160,4,NA,NA,mitjà,mig_acustic,0.0776,NA,NA,1,81,4
NA,-7.902,0.704,NA,4,0.336,NA,mitjà,no_acustic,NA,1,NA,NA,33,4
NA,-5.653,0.542,203346,NA,0.374,0.905,ràpid,no_acustic,0.054,9,sense_veu,NA,81,NA
gravada,-8.228,0.884,220306,4,0.376,0.346,lent,no_acustic,NA,8,sense_veu,NA,15,4
gravada,NA,0.786,213264,4,NA,0.853,mitjà,mig_acustic,0.0816,8,sense_veu,NA,78,4
NA,-5.162,0.804,239860,NA,0.417,NA,ràpid,no_acustic,0.128,1,sense_veu,1,55,NA
NA,-6.694,0.484,204280,4,0.51,0.731,lent,acustic,NA,NA,sense_veu,NA,80,4
en_viu,-7.731,0.654,NA,NA,NA,0.72,lent,acustic,0.0395,NA,sense_veu,NA,60,NA
gravada,-4.982,NA,281600,4,0.741,NA,ràpid,acustic,0.0457,NA,NA,1,0,4
NA,-5.787,0.413,429760,NA,0.44,0.725,mitjà,acustic,0.0324,3,sense_veu,0,71,NA
en_viu,-4.729,0.578,331773,4,0.915,0.774,ràpid,acustic,NA,NA,sense_veu,1,49,4
NA,-5.943,0.464,270000,4,NA,NA,NA,mig_acustic,0.0341,NA,sense_veu,1,66,4
NA,-4.12,NA,204250,4,0.345,0.933,NA,no_acustic,0.0898,9,poca_veu,1,46,4
mig,-10.554,0.425,157160,4,0.393,0.291,mitjà,NA,0.0315,7,sense_veu,NA,32,4
mig,-8.036,0.779,179211,NA,NA,0.737,mitjà,acustic,NA,8,sense_veu,1,55,NA
en_viu,-10.899,0.893,221538,NA,0.613,0.515,ràpid,mig_acustic,0.403,NA,sense_veu,0,47,NA
NA,NA,NA,192727,NA,0.755,NA,lent,no_acustic,0.0619,6,NA,0,55,NA
gravada,-4.346,0.609,195000,4,NA,0.726,lent,NA,NA,5,sense_veu,NA,87,4
NA,NA,0.751,200753,NA,0.668,0.92,mitjà,mig_acustic,0.0826,8,sense_veu,0,40,NA
NA,-4.889,0.592,195074,4,0.336,0.588,lent,NA,0.0405,10,NA,1,17,4
NA,-7.278,NA,281235,3,0.247,0.357,lent,NA,0.037,NA,sense_veu,1,76,3
NA,-15.563,0.652,306533,NA,0.761,0.513,lent,acustic,0.191,9,sense_veu,1,41,NA
en_viu,-5.286,0.739,229586,4,0.641,0.638,lent,mig_acustic,0.307,2,sense_veu,NA,24,4
gravada,NA,0.604,202666,4,0.419,0.724,ràpid,mig_acustic,0.146,5,sense_veu,1,47,4
gravada,-6.858,NA,236901,NA,0.793,0.657,ràpid,acustic,NA,8,sense_veu,1,57,NA
en_viu,NA,0.515,NA,NA,0.32,NA,ràpid,mig_acustic,NA,4,sense_veu,1,39,NA
en_viu,-5.82,0.49,335693,4,NA,0.756,NA,NA,0.034,5,sense_veu,1,49,4
en_viu,-10.09,0.472,NA,4,0.0532,0.357,mitjà,NA,NA,0,sense_veu,1,59,4
en_viu,NA,0.71,173925,4,0.427,NA,NA,mig_acustic,0.0403,7,sense_veu,1,64,4
gravada,-12.28,0.438,163346,3,NA,0.243,lent,NA,NA,3,sense_veu,1,34,3
gravada,-15.255,0.528,NA,4,0.292,0.447,NA,NA,0.0435,NA,sense_veu,1,68,4
NA,-4.947,0.807,NA,4,0.424,NA,lent,mig_acustic,NA,9,sense_veu,1,73,4
mig,-8.831,NA,NA,4,0.975,0.682,ràpid,acustic,0.0457,10,sense_veu,NA,25,4
mig,NA,0.668,NA,NA,0.651,NA,lent,mig_acustic,NA,NA,sense_veu,0,67,NA
gravada,NA,NA,215445,4,NA,NA,mitjà,acustic,0.0799,2,NA,0,65,4
en_viu,NA,NA,NA,NA,0.964,0.83,ràpid,NA,0.0391,2,sense_veu,NA,57,NA
en_viu,-3.477,NA,139440,4,0.503,0.904,ràpid,NA,0.0565,2,sense_veu,NA,51,4
gravada,-7.649,NA,199075,4,0.325,0.686,lent,no_acustic,0.0288,11,sense_veu,1,6,4
mig,NA,NA,NA,4,0.656,0.642,mitjà,mig_acustic,0.0461,NA,NA,1,69,4
NA,-18.95,0.406,NA,3,NA,0.0766,mitjà,acustic,NA,5,molta_veu,1,49,3
en_viu,-5.792,0.929,223962,NA,NA,0.723,NA,mig_acustic,0.109,NA,sense_veu,0,76,NA
en_viu,-10.123,NA,260573,4,0.376,0.745,ràpid,NA,0.0335,2,sense_veu,NA,63,4
mig,-2.786,0.736,NA,NA,0.967,NA,mitjà,acustic,0.0278,2,sense_veu,NA,71,NA
en_viu,-7.158,0.586,NA,NA,0.762,NA,NA,acustic,0.201,5,NA,1,27,NA
en_viu,-5.956,NA,222813,NA,0.596,0.533,NA,acustic,NA,NA,NA,1,52,NA
mig,-6.679,NA,162386,4,0.966,0.589,NA,mig_acustic,NA,10,sense_veu,1,63,4
mig,-10.778,0.399,120827,4,NA,0.371,lent,NA,NA,9,sense_veu,NA,59,4
mig,-5.646,0.805,173160,NA,0.943,NA,mitjà,acustic,NA,9,NA,1,54,NA
en_viu,-11.475,0.611,232400,4,0.418,0.33,ràpid,acustic,0.0504,7,sense_veu,NA,65,4
en_viu,NA,0.796,190466,4,0.565,NA,ràpid,mig_acustic,NA,10,sense_veu,0,78,4
NA,-18.239,0.608,84000,NA,NA,0.18,lent,acustic,0.0402,NA,sense_veu,NA,53,NA
NA,-9.195,0.716,192179,4,0.383,NA,lent,acustic,NA,9,sense_veu,1,47,4
en_viu,-4.962,NA,243280,NA,0.4,0.815,NA,mig_acustic,0.252,NA,sense_veu,0,76,NA
mig,-4.505,NA,227694,NA,NA,0.874,mitjà,NA,0.139,NA,sense_veu,NA,72,NA
mig,-3.953,0.628,NA,4,0.321,NA,NA,NA,0.0596,NA,sense_veu,NA,82,4
gravada,-4.038,0.709,NA,4,0.759,NA,lent,no_acustic,0.0786,0,sense_veu,1,45,4
NA,NA,NA,153696,4,0.398,0.943,lent,NA,0.038,6,sense_veu,1,64,4
en_viu,NA,0.667,244291,4,0.715,NA,mitjà,no_acustic,0.122,NA,sense_veu,0,1,4
NA,-8.789,0.714,207266,4,0.297,NA,ràpid,no_acustic,NA,6,molta_veu,NA,61,4
en_viu,-2.37,0.593,209981,4,0.495,0.803,lent,no_acustic,0.0799,1,NA,0,50,4
mig,NA,0.866,NA,4,NA,0.347,mitjà,mig_acustic,NA,NA,NA,0,72,4
en_viu,-7.893,0.518,234904,4,0.162,0.545,NA,mig_acustic,0.0385,10,sense_veu,NA,57,4
gravada,-4.942,0.549,213053,NA,0.307,0.664,NA,acustic,NA,NA,sense_veu,NA,65,NA
NA,-6.37,NA,186000,4,0.751,0.793,lent,mig_acustic,0.0449,NA,sense_veu,1,42,4
gravada,-13.462,0.545,202733,4,0.349,NA,lent,acustic,0.0272,2,sense_veu,1,30,4
mig,-11.292,NA,255205,NA,0.158,0.298,NA,acustic,NA,2,sense_veu,1,67,NA
mig,NA,0.484,201066,4,0.324,0.59,ràpid,acustic,0.0283,NA,sense_veu,NA,61,4
mig,-5.551,NA,219649,NA,0.226,NA,mitjà,NA,NA,NA,sense_veu,1,48,NA
gravada,-9.265,0.428,217906,4,0.344,NA,NA,acustic,0.0656,1,NA,NA,48,4
NA,NA,NA,NA,4,0.563,NA,NA,acustic,0.117,NA,sense_veu,0,41,4
gravada,NA,0.511,226013,4,0.554,0.596,ràpid,acustic,0.224,0,NA,1,71,4
en_viu,-7.018,0.681,216946,4,0.372,0.796,mitjà,mig_acustic,NA,NA,sense_veu,1,48,4
NA,-10.31,0.404,NA,4,0.446,0.754,mitjà,acustic,0.0556,1,poca_veu,1,22,4
mig,-12.2,NA,NA,4,NA,NA,mitjà,no_acustic,0.406,NA,sense_veu,1,62,4
gravada,NA,NA,256875,4,0.34,0.415,mitjà,acustic,0.0294,10,sense_veu,NA,62,4
mig,-3.458,NA,228266,4,0.591,0.788,ràpid,NA,NA,7,sense_veu,0,21,4
mig,NA,NA,124926,NA,NA,0.571,ràpid,NA,0.54,11,NA,1,46,NA
en_viu,NA,NA,NA,4,0.107,0.502,NA,NA,0.0388,7,sense_veu,1,17,4
NA,-9.977,NA,210943,4,0.315,0.437,lent,no_acustic,0.0287,9,NA,1,50,4
en_viu,NA,0.59,141066,4,NA,0.659,lent,NA,0.0697,5,NA,NA,60,4
mig,-5.157,NA,231480,4,NA,NA,lent,no_acustic,0.0421,6,sense_veu,0,75,4
NA,-5.608,0.628,211666,4,NA,NA,lent,no_acustic,NA,6,NA,0,79,4
NA,NA,NA,284993,3,0.374,0.477,mitjà,NA,0.0384,3,sense_veu,0,19,3
mig,-7.04,0.762,197343,NA,NA,0.514,lent,acustic,NA,1,sense_veu,1,61,NA
NA,NA,0.816,NA,4,0.65,0.726,ràpid,mig_acustic,0.129,5,sense_veu,0,95,4
gravada,NA,0.24,214373,4,0.123,0.919,lent,no_acustic,NA,0,sense_veu,1,40,4
mig,NA,0.402,110328,4,0.656,0.629,ràpid,NA,0.339,NA,NA,0,26,4
en_viu,-3.922,0.671,NA,4,0.389,NA,ràpid,NA,0.0833,4,sense_veu,0,84,4
en_viu,-5.598,NA,NA,4,0.676,0.723,NA,NA,0.0439,6,sense_veu,NA,52,4
gravada,-9.031,0.602,281613,4,0.36,0.522,NA,acustic,0.0285,NA,sense_veu,NA,80,4
mig,-9.838,0.612,196349,4,NA,NA,lent,NA,0.0656,2,NA,1,25,4
en_viu,NA,0.467,180880,4,0.701,0.958,ràpid,no_acustic,NA,4,sense_veu,0,73,4
en_viu,-5.204,0.562,NA,4,0.215,NA,NA,NA,0.0726,1,sense_veu,0,67,4
NA,-6.091,0.951,NA,4,0.781,NA,lent,NA,0.102,1,sense_veu,1,53,4
gravada,-11.137,0.491,NA,4,NA,0.377,ràpid,acustic,0.0288,0,NA,1,3,4
gravada,-7.05,0.752,NA,4,0.533,0.488,ràpid,acustic,0.0705,NA,sense_veu,1,92,4
gravada,NA,0.652,NA,4,0.279,NA,ràpid,no_acustic,0.0441,2,sense_veu,1,50,4
NA,NA,0.282,251866,NA,0.242,NA,NA,no_acustic,0.0302,NA,sense_veu,NA,68,NA
NA,-4.828,0.671,232853,NA,0.686,0.837,NA,NA,0.436,NA,NA,NA,68,NA
gravada,NA,0.575,NA,NA,NA,NA,mitjà,mig_acustic,0.0439,NA,sense_veu,NA,92,NA
mig,-5.86,0.634,209733,NA,0.457,0.686,NA,no_acustic,0.0252,0,sense_veu,1,27,NA
NA,-6.4,NA,NA,4,NA,0.508,NA,mig_acustic,0.0987,NA,sense_veu,1,84,4
mig,-6.774,0.746,222426,NA,NA,NA,NA,NA,0.0489,5,sense_veu,0,54,NA
mig,NA,NA,271200,4,0.843,0.902,ràpid,no_acustic,0.0292,NA,NA,NA,51,4
gravada,-9.321,0.724,243066,NA,NA,NA,mitjà,NA,NA,0,NA,1,74,NA
NA,-5.926,0.488,187346,NA,NA,0.842,lent,no_acustic,0.0469,NA,sense_veu,NA,66,NA
en_viu,-5.768,NA,NA,4,NA,NA,NA,acustic,NA,10,NA,0,72,4
gravada,-3.27,0.814,NA,4,0.966,NA,mitjà,no_acustic,0.0524,5,NA,1,41,4
en_viu,NA,NA,265693,NA,0.365,0.618,NA,NA,0.492,0,sense_veu,0,64,NA
gravada,-7.258,0.741,197369,4,0.351,0.466,NA,acustic,0.0357,4,sense_veu,1,75,4
NA,-4.16,NA,219573,NA,0.765,0.918,ràpid,acustic,0.453,5,sense_veu,0,1,NA
en_viu,-12.833,0.622,NA,4,0.673,0.344,mitjà,acustic,NA,NA,sense_veu,1,43,4
mig,-6.513,NA,NA,4,0.65,0.81,NA,NA,0.0798,NA,sense_veu,1,28,4
gravada,-7.05,0.752,201660,NA,NA,0.488,ràpid,acustic,NA,6,NA,1,92,NA
mig,-3.616,NA,232506,4,0.277,NA,NA,no_acustic,NA,10,sense_veu,1,47,4
NA,NA,NA,192354,NA,0.359,0.541,ràpid,no_acustic,0.0291,NA,sense_veu,NA,54,NA
mig,NA,NA,NA,NA,NA,0.564,lent,acustic,0.0682,NA,sense_veu,1,48,NA
mig,NA,0.566,NA,4,0.437,0.664,mitjà,acustic,NA,NA,sense_veu,0,42,4
NA,-11.037,0.581,NA,3,0.773,0.278,ràpid,acustic,0.0442,1,sense_veu,NA,5,3
NA,NA,0.381,194570,4,NA,NA,lent,acustic,NA,NA,sense_veu,1,51,4
mig,-6.41,NA,NA,4,0.855,0.604,ràpid,no_acustic,NA,NA,sense_veu,1,50,4
NA,-3.087,0.866,NA,4,0.923,0.859,NA,mig_acustic,0.0587,1,sense_veu,0,85,4
NA,NA,NA,217173,4,0.275,0.579,lent,acustic,0.026,NA,sense_veu,1,51,4
NA,-8.142,NA,125160,4,0.93,0.874,NA,NA,0.0843,0,sense_veu,1,38,4
NA,-10.943,0.679,NA,NA,0.619,NA,ràpid,acustic,0.0469,0,sense_veu,NA,62,NA
NA,-10.377,NA,NA,4,0.961,NA,NA,acustic,0.0795,NA,sense_veu,0,47,4
mig,-4.556,0.502,301920,4,0.72,NA,NA,no_acustic,0.0564,1,NA,NA,81,4
gravada,-6.427,0.79,195597,4,0.771,NA,lent,mig_acustic,0.0376,0,sense_veu,NA,52,4
mig,NA,0.691,200746,4,0.726,NA,ràpid,mig_acustic,0.334,5,sense_veu,1,87,4
NA,NA,NA,208863,4,0.833,NA,mitjà,no_acustic,0.0369,3,NA,0,77,4
gravada,NA,0.719,306730,4,0.504,0.855,ràpid,acustic,NA,NA,sense_veu,0,57,4
gravada,-4.544,0.733,235000,4,0.674,NA,NA,mig_acustic,NA,9,sense_veu,NA,57,4
en_viu,-3.751,0.517,221626,4,0.922,NA,NA,acustic,0.263,6,sense_veu,0,63,4
en_viu,NA,0.538,259933,NA,NA,0.857,NA,no_acustic,NA,9,sense_veu,0,8,NA
mig,-7.431,0.331,NA,3,NA,0.427,ràpid,acustic,0.0302,3,sense_veu,1,63,3
NA,NA,0.428,NA,4,NA,NA,NA,no_acustic,0.098,9,sense_veu,1,53,4
en_viu,-6.991,NA,242160,4,0.539,0.677,ràpid,NA,0.228,9,NA,0,54,4
mig,NA,0.653,157266,NA,0.331,0.146,lent,NA,0.445,10,NA,0,12,NA
gravada,NA,0.716,226693,NA,0.276,0.729,ràpid,mig_acustic,NA,5,NA,1,81,NA
mig,-12.402,NA,NA,4,0.179,0.252,mitjà,acustic,NA,NA,sense_veu,NA,60,4
gravada,-4.476,0.682,210426,NA,0.779,0.948,NA,no_acustic,0.0438,7,sense_veu,NA,60,NA
NA,NA,0.486,152200,4,0.942,NA,mitjà,acustic,NA,NA,NA,1,57,4
NA,NA,0.594,NA,NA,0.407,NA,mitjà,no_acustic,0.0398,4,NA,NA,83,NA
en_viu,NA,0.429,278026,4,NA,NA,ràpid,no_acustic,0.0733,NA,NA,NA,50,4
NA,-5.46,NA,193706,4,NA,NA,NA,no_acustic,0.159,6,sense_veu,0,61,4
gravada,NA,0.565,NA,NA,0.0316,0.988,NA,no_acustic,0.145,9,NA,1,56,NA
en_viu,-6.484,0.715,NA,4,NA,0.447,ràpid,no_acustic,0.0378,7,NA,1,31,4
mig,NA,NA,NA,4,0.314,NA,NA,NA,NA,7,sense_veu,NA,63,4
gravada,NA,0.686,270520,4,0.851,NA,NA,no_acustic,NA,10,sense_veu,0,65,4
gravada,-5.728,0.381,164000,1,0.351,0.807,mitjà,no_acustic,NA,NA,sense_veu,0,43,1
gravada,-7.628,0.859,194561,4,0.186,NA,lent,NA,NA,9,NA,1,48,4
mig,-5.274,0.618,166893,4,NA,NA,lent,no_acustic,NA,NA,NA,1,63,4
en_viu,-6.491,0.663,NA,4,0.618,NA,mitjà,mig_acustic,0.0315,7,NA,NA,22,4
en_viu,-4.557,NA,266973,4,NA,0.697,NA,mig_acustic,NA,0,sense_veu,1,37,4
NA,NA,NA,NA,4,0.735,NA,ràpid,no_acustic,0.113,7,sense_veu,1,65,4
gravada,-6.364,0.548,112519,NA,NA,0.438,NA,acustic,0.161,10,sense_veu,1,47,NA
NA,NA,0.793,350260,4,0.433,NA,NA,mig_acustic,0.039,1,molta_veu,1,57,4
mig,-7.719,0.417,222533,4,0.314,0.673,NA,NA,0.0497,6,sense_veu,NA,70,4
NA,-4.644,0.626,211533,NA,0.679,0.946,lent,mig_acustic,0.0779,1,sense_veu,0,61,NA
gravada,NA,0.652,282053,4,0.319,NA,mitjà,no_acustic,0.0321,6,sense_veu,NA,2,4
NA,NA,0.54,241600,NA,0.748,0.677,lent,acustic,0.0286,9,sense_veu,1,55,NA
mig,NA,0.583,NA,4,0.136,0.584,ràpid,mig_acustic,NA,5,sense_veu,0,75,4
NA,-5.86,NA,236355,4,0.355,0.717,ràpid,NA,NA,9,sense_veu,NA,48,4
mig,NA,0.768,140109,4,NA,0.524,lent,no_acustic,NA,1,molta_veu,1,56,4
gravada,-5.743,NA,NA,4,NA,NA,lent,NA,NA,NA,NA,1,27,4
NA,-7.118,0.629,175376,4,0.63,0.628,ràpid,mig_acustic,0.0378,NA,sense_veu,1,54,4
mig,NA,0.656,NA,4,0.551,0.542,ràpid,mig_acustic,0.323,7,NA,1,0,4
gravada,-3.83,0.583,158095,4,0.267,0.979,NA,no_acustic,0.0398,8,molta_veu,1,63,4
gravada,-5.193,0.849,256341,4,0.0778,0.699,lent,mig_acustic,0.0574,NA,sense_veu,NA,31,4
en_viu,-3.65,0.552,246613,NA,0.224,NA,NA,no_acustic,0.145,NA,NA,1,1,NA
NA,-9.398,0.705,213000,NA,NA,0.371,lent,mig_acustic,NA,NA,sense_veu,1,55,NA
gravada,-16.326,0.59,256487,4,NA,0.306,lent,acustic,NA,10,sense_veu,1,62,4
NA,NA,0.838,414305,NA,NA,0.368,mitjà,mig_acustic,0.0501,4,poca_veu,0,24,NA
en_viu,NA,NA,149327,1,NA,0.569,lent,acustic,0.0387,NA,NA,1,47,1
mig,-5.26,0.837,169251,4,NA,0.649,ràpid,mig_acustic,0.192,11,sense_veu,0,65,4
mig,-9.127,NA,179404,4,0.376,NA,NA,NA,NA,NA,sense_veu,1,96,4
en_viu,-10.846,0.468,241800,4,0.648,0.743,ràpid,no_acustic,0.0326,NA,sense_veu,1,55,4
NA,-6.565,0.449,175986,4,0.321,0.577,NA,acustic,NA,6,sense_veu,1,65,4
en_viu,-3.904,0.625,241666,4,0.633,0.85,lent,acustic,NA,4,sense_veu,1,67,4
en_viu,-16.787,NA,250850,NA,0.0863,0.102,ràpid,NA,0.0368,6,sense_veu,1,23,NA
gravada,-9.418,0.71,219693,4,0.339,0.407,mitjà,NA,NA,NA,sense_veu,0,52,4
mig,NA,0.815,190288,4,NA,0.816,ràpid,NA,0.269,2,sense_veu,1,83,4
mig,-15.394,0.556,439478,NA,NA,0.389,mitjà,acustic,0.029,7,molta_veu,1,53,NA
NA,-4.156,NA,213066,4,0.757,0.839,mitjà,NA,NA,9,NA,0,6,4
NA,-5.311,NA,205946,4,0.152,NA,lent,mig_acustic,0.0368,NA,sense_veu,NA,84,4
NA,-17.149,0.653,195533,NA,NA,0.492,mitjà,NA,0.0531,NA,molta_veu,NA,36,NA
mig,-6.734,0.549,NA,4,NA,0.527,lent,mig_acustic,0.0448,5,sense_veu,0,26,4
NA,-7.835,0.478,242848,4,0.171,NA,ràpid,acustic,NA,NA,sense_veu,0,45,4
NA,-5.112,0.692,165786,4,0.655,0.752,lent,acustic,0.116,7,NA,NA,61,4
mig,-7.372,0.866,240028,4,NA,NA,ràpid,acustic,0.0457,0,sense_veu,1,58,4
NA,-3.621,0.219,NA,1,0.172,0.952,mitjà,no_acustic,0.176,2,sense_veu,1,22,1
NA,-2.218,NA,199906,NA,0.882,0.918,mitjà,acustic,0.0954,10,sense_veu,NA,73,NA
mig,-14.68,0.633,NA,4,NA,0.185,lent,acustic,0.0626,0,NA,1,64,4
mig,-5.152,0.719,158145,4,0.604,NA,lent,NA,NA,10,sense_veu,0,51,4
gravada,NA,NA,209493,4,0.454,0.479,lent,acustic,0.0278,NA,NA,0,79,4
NA,-3.951,0.52,NA,4,0.471,0.948,NA,no_acustic,0.0515,NA,NA,0,54,4
gravada,-14.63,0.694,275733,4,NA,0.577,mitjà,NA,0.0308,4,sense_veu,1,68,4
NA,-4.553,0.558,194000,4,0.422,NA,lent,NA,0.238,NA,NA,NA,45,4
gravada,NA,0.693,259386,4,0.901,0.875,NA,no_acustic,NA,7,sense_veu,0,70,4
en_viu,-7.494,0.795,171066,NA,NA,0.706,NA,no_acustic,NA,NA,sense_veu,NA,20,NA
mig,-13.817,0.737,158000,4,0.0962,NA,mitjà,mig_acustic,0.0343,NA,sense_veu,NA,54,4
mig,-10.315,NA,229412,4,0.149,0.562,lent,mig_acustic,0.0605,0,NA,0,78,4
NA,NA,0.546,220706,4,0.494,0.895,ràpid,mig_acustic,0.0579,NA,sense_veu,1,9,4
NA,NA,0.559,193348,4,0.32,0.549,mitjà,mig_acustic,0.037,1,NA,NA,49,4
gravada,NA,0.8,201840,4,0.967,0.894,ràpid,no_acustic,NA,6,poca_veu,NA,74,4
NA,-2.433,0.56,216600,4,0.67,NA,NA,no_acustic,NA,7,sense_veu,NA,69,4
NA,-5.139,0.815,NA,4,0.571,0.626,NA,mig_acustic,NA,NA,sense_veu,1,74,4
NA,-3.316,0.377,207200,4,0.326,0.971,ràpid,NA,0.134,NA,sense_veu,1,58,4
en_viu,-9.803,0.445,266720,4,0.768,0.706,NA,NA,0.0461,8,sense_veu,1,74,4
gravada,-2.833,0.624,244233,4,0.156,0.994,mitjà,no_acustic,NA,NA,NA,NA,1,4
mig,NA,NA,188560,NA,0.82,0.745,lent,acustic,0.0464,NA,NA,0,92,NA
NA,NA,NA,261590,4,0.676,NA,mitjà,NA,0.0728,7,sense_veu,1,0,4
en_viu,NA,NA,169620,4,0.267,0.629,NA,NA,NA,NA,sense_veu,1,86,4
en_viu,NA,0.44,337133,4,0.0733,NA,ràpid,NA,NA,NA,sense_veu,0,47,4
NA,-8.256,0.595,223640,NA,0.272,0.723,mitjà,no_acustic,NA,7,sense_veu,NA,70,NA
en_viu,-7.846,NA,236666,4,0.924,0.936,NA,mig_acustic,NA,6,sense_veu,NA,56,4
mig,-3.02,NA,NA,4,0.546,NA,NA,NA,0.0383,NA,sense_veu,0,2,4
en_viu,-5.095,0.46,NA,4,0.444,0.974,mitjà,mig_acustic,0.156,NA,NA,1,4,4
mig,NA,NA,223189,4,0.481,0.727,lent,NA,0.0489,5,sense_veu,1,72,4
en_viu,-7.98,0.574,NA,4,0.245,NA,NA,acustic,NA,1,molta_veu,1,47,4
NA,NA,NA,201493,4,0.624,0.761,mitjà,no_acustic,0.0475,11,NA,0,75,4
NA,-10.152,0.323,165866,3,NA,NA,NA,acustic,0.0355,NA,NA,1,49,3
mig,-4.615,0.489,195853,4,NA,0.953,lent,NA,0.0858,0,sense_veu,1,63,4
gravada,-5.026,0.58,242000,NA,0.196,0.844,NA,no_acustic,0.0584,1,NA,NA,56,NA
mig,-1.962,0.404,198031,3,0.397,0.982,NA,NA,0.115,NA,NA,NA,4,3
en_viu,-3.893,0.759,175354,4,0.566,NA,mitjà,mig_acustic,NA,7,NA,0,49,4
mig,NA,0.694,184560,4,0.163,0.77,NA,mig_acustic,0.149,6,sense_veu,1,97,4
en_viu,-9.371,0.766,NA,4,0.556,NA,lent,no_acustic,0.105,7,NA,1,58,4
NA,-3.445,0.453,175680,NA,0.504,0.914,NA,NA,NA,1,sense_veu,NA,51,NA
NA,-10.71,0.543,NA,4,NA,NA,NA,no_acustic,NA,7,sense_veu,1,74,4
gravada,NA,0.48,247547,4,NA,NA,NA,mig_acustic,0.23,0,NA,NA,58,4
NA,-6.153,NA,369240,NA,NA,0.782,lent,NA,0.309,NA,NA,0,77,NA
NA,NA,0.603,173104,4,0.775,NA,ràpid,acustic,NA,6,NA,NA,68,4
NA,-4.566,NA,215151,4,NA,NA,mitjà,mig_acustic,0.283,NA,sense_veu,0,83,4
en_viu,-10.135,NA,186465,NA,0.357,0.875,NA,NA,NA,1,poca_veu,0,62,NA
en_viu,-9.799,0.388,NA,4,NA,0.595,NA,NA,0.0325,1,sense_veu,1,63,4
en_viu,-14.807,NA,82500,4,NA,0.339,lent,mig_acustic,NA,2,sense_veu,1,53,4
NA,-6.861,NA,256106,4,0.964,0.763,NA,acustic,0.0417,1,NA,1,61,4
en_viu,NA,0.404,184693,4,0.348,0.598,lent,NA,0.167,NA,sense_veu,NA,73,4
gravada,NA,0.575,199226,NA,NA,0.571,NA,mig_acustic,0.0439,1,sense_veu,NA,92,NA
NA,-6.869,0.701,223583,NA,0.663,NA,lent,mig_acustic,0.0969,0,NA,0,85,NA
mig,NA,0.625,294440,4,0.819,0.885,mitjà,acustic,0.0667,NA,sense_veu,1,48,4
mig,-5.429,NA,NA,4,NA,0.294,lent,acustic,0.0277,NA,NA,1,23,4
en_viu,-7.306,0.886,249026,NA,NA,NA,NA,NA,0.109,NA,sense_veu,1,33,NA
en_viu,-3.044,0.432,NA,4,NA,0.946,NA,no_acustic,0.478,NA,NA,1,63,4
NA,-9.733,0.759,NA,4,0.765,NA,ràpid,acustic,0.291,11,sense_veu,0,36,4
NA,-1.913,NA,225666,4,0.911,NA,lent,NA,NA,NA,sense_veu,0,40,4
gravada,-11.522,0.69,264280,NA,NA,0.805,mitjà,NA,0.0336,5,molta_veu,0,70,NA
en_viu,-7.31,NA,223546,4,NA,0.509,ràpid,mig_acustic,0.0617,4,sense_veu,NA,69,4
NA,-7.738,NA,104528,4,0.0624,0.387,NA,mig_acustic,0.115,8,sense_veu,1,72,4
en_viu,NA,0.729,229320,NA,0.897,0.557,lent,NA,0.243,NA,sense_veu,NA,51,NA
