"ID","acousticness","instrumentalness","loudness","energy","tempo","liveness","audio_valence","danceability","speechiness","song_duration_min","key","audio_mode","song_popularity","loudness_energy_impact","is_very_danceable","energy_dance_synergy","emotional_intensity"
3706,"acustic","sense_veu",-10.254,0.405,"lent","mig",0.459,0.511,0.0621,3.786,9,0,0,-4.15287,0,0.206955,0.185895
3707,"no_acustic","sense_veu",-4.829,0.753,"mitjà","en_viu",0.243,0.687,0.0403,4.25661666666667,1,1,70,-3.636237,0,0.517311,0.182979
3708,"mig_acustic","sense_veu",-6.854,0.761,"ràpid","en_viu",0.744,0.652,0.103,3.26873333333333,11,1,59,-5.215894,0,0.496172,0.566184
3709,"no_acustic","sense_veu",-4.697,0.865,"ràpid","en_viu",0.325,0.523,0.0989,3.81066666666667,7,1,71,-4.062905,0,0.452395,0.281125
3710,"mig_acustic","sense_veu",-9.629,0.645,"mitjà","en_viu",0.687,0.744,0.0494,2.97333333333333,0,1,67,-6.210705,1,0.47988,0.443115
3711,"no_acustic","sense_veu",-4.546,0.636,"lent","en_viu",0.565,0.798,0.0437,3.22066666666667,11,1,94,-2.891256,1,0.507528,0.35934
3712,"acustic","sense_veu",-9.529,0.371,"lent","mig",0.0639,0.809,0.132,2.55115,3,1,49,-3.535259,1,0.300139,0.0237069
3713,"acustic","sense_veu",-10.164,0.495,"lent","gravada",0.822,0.653,0.0497,2.56155,2,1,75,-5.03118,0,0.323235,0.40689
3714,"mig_acustic","sense_veu",-5.389,0.634,"ràpid","mig",0.483,0.695,0.279,4.276,8,1,57,-3.416626,0,0.44063,0.306222
3715,"no_acustic","sense_veu",-7.238,0.768,"ràpid","en_viu",0.307,0.581,0.0306,4.05888333333333,0,0,4,-5.558784,0,0.446208,0.235776
3716,"mig_acustic","sense_veu",-6.335,0.665,"lent","mig",0.162,0.209,0.0509,3.85643333333333,8,1,49,-4.212775,0,0.138985,0.10773
3717,"no_acustic","sense_veu",-11.048,0.593,"mitjà","mig",0.751,0.504,0.0329,5.73155,8,1,20,-6.551464,0,0.298872,0.445343
3718,"no_acustic","sense_veu",-7.372,0.67,"mitjà","en_viu",0.944,0.783,0.0377,2.7334,3,1,22,-4.93924,1,0.52461,0.63248
3719,"acustic","sense_veu",-9.739,0.341,"ràpid","en_viu",0.895,0.709,0.0389,3.58093333333333,3,1,30,-3.320999,1,0.241769,0.305195
3720,"mig_acustic","sense_veu",-4.554,0.674,"ràpid","mig",0.784,0.912,0.0582,3.45555,5,0,75,-3.069396,1,0.614688,0.528416
3721,"mig_acustic","sense_veu",-6.373,0.698,"lent","mig",0.559,0.832,0.244,2.836,5,1,84,-4.448354,1,0.580736,0.390182
3722,"no_acustic","sense_veu",-7.101,0.646,"ràpid","gravada",0.667,0.765,0.339,4.08621666666667,1,1,0,-4.587246,1,0.49419,0.430882
3723,"mig_acustic","sense_veu",-6.67,0.673,"lent","en_viu",0.468,0.7,0.412,2.9111,11,0,18,-4.48891,0,0.4711,0.314964
3724,"acustic","sense_veu",-10.715,0.529,"lent","mig",0.913,0.701,0.046,0.993333333333333,4,1,35,-5.668235,1,0.370829,0.482977
3725,"no_acustic","sense_veu",-6.562,0.839,"ràpid","mig",0.769,0.67,0.0775,3.10236666666667,8,0,31,-5.505518,0,0.56213,0.645191
3726,"mig_acustic","sense_veu",-7.786,0.678,"lent","gravada",0.822,0.51,0.21,4.26066666666667,4,1,56,-5.278908,0,0.34578,0.557316
3727,"no_acustic","sense_veu",-3.718,0.837,"mitjà","gravada",0.496,0.555,0.0868,3.854,9,1,44,-3.111966,0,0.464535,0.415152
3728,"mig_acustic","sense_veu",-7.927,0.723,"mitjà","gravada",0.508,0.586,0.0544,2.59533333333333,3,1,80,-5.731221,0,0.423678,0.367284
3729,"mig_acustic","sense_veu",-4.206,0.798,"lent","gravada",0.591,0.841,0.229,4.40733333333333,0,0,98,-3.356388,1,0.671118,0.471618
3730,"no_acustic","sense_veu",-5.046,0.526,"ràpid","en_viu",0.131,0.713,0.032,4.37821666666667,1,0,77,-2.654196,1,0.375038,0.068906
3731,"no_acustic","sense_veu",-6.35,0.54,"lent","gravada",0.174,0.818,0.0544,3.50611666666667,10,0,94,-3.429,1,0.44172,0.09396
3732,"acustic","sense_veu",-6.919,0.572,"lent","mig",0.839,0.818,0.0785,3.31488333333333,1,1,41,-3.957668,1,0.467896,0.479908
3733,"acustic","molta_veu",-33.859,0.0182,"lent","gravada",0.255,0.13,0.037,3.12821666666667,0,1,48,-0.6162338,0,0.002366,0.004641
3734,"acustic","sense_veu",-9.944,0.751,"ràpid","mig",0.623,0.391,0.0385,5.27443333333333,11,1,43,-7.467944,0,0.293641,0.467873
3735,"no_acustic","sense_veu",-3.112,0.938,"ràpid","gravada",0.734,0.46,0.076,3.3,1,1,54,-2.919056,0,0.43148,0.688492
3736,"acustic","sense_veu",-4.393,0.694,"ràpid","mig",0.49,0.855,0.169,2.95,2,1,92,-3.048742,1,0.59337,0.34006
3737,"mig_acustic","sense_veu",-6.942,0.668,"lent","gravada",0.94,0.77,0.0399,4.63888333333333,1,0,51,-4.637256,1,0.51436,0.62792
3738,"acustic","molta_veu",-20.824,0.316,"ràpid","mig",0.617,0.784,0.217,1.16161666666667,4,0,44,-6.580384,1,0.247744,0.194972
3739,"acustic","sense_veu",-8.883,0.538,"mitjà","en_viu",0.969,0.692,0.0324,3.38776666666667,4,1,65,-4.779054,0,0.372296,0.521322
3740,"no_acustic","sense_veu",-3.698,0.724,"lent","en_viu",0.336,0.552,0.0589,3.07043333333333,11,1,17,-2.677352,0,0.399648,0.243264
3741,"mig_acustic","sense_veu",-10.581,0.777,"mitjà","mig",0.299,0.633,0.0528,2.86348333333333,9,1,54,-8.221437,0,0.491841,0.232323
3742,"acustic","sense_veu",-10.271,0.552,"lent","mig",0.174,0.675,0.196,3.00943333333333,1,0,84,-5.669592,0,0.3726,0.096048
3743,"mig_acustic","molta_veu",-4.977,0.881,"mitjà","en_viu",0.476,0.62,0.0976,1.84573333333333,1,0,45,-4.384737,0,0.54622,0.419356
3744,"acustic","sense_veu",-13.925,0.33,"ràpid","mig",0.175,0.42,0.0275,4.92666666666667,9,1,72,-4.59525,0,0.1386,0.05775
3745,"no_acustic","sense_veu",-6.335,0.732,"mitjà","en_viu",0.619,0.552,0.219,2.81928333333333,0,1,29,-4.63722,0,0.404064,0.453108
3746,"acustic","sense_veu",-8.027,0.492,"mitjà","en_viu",0.218,0.598,0.0508,3.45155,7,0,41,-3.949284,0,0.294216,0.107256
3747,"mig_acustic","sense_veu",-4.49,0.698,"lent","mig",0.764,0.678,0.0861,3.74255,11,0,62,-3.13402,0,0.473244,0.533272
3748,"acustic","sense_veu",-7.999,0.704,"lent","en_viu",0.659,0.633,0.258,3.51933333333333,6,0,73,-5.631296,0,0.445632,0.463936
3749,"acustic","sense_veu",-10.652,0.607,"ràpid","gravada",0.963,0.709,0.0335,2.67841666666667,5,0,4,-6.465764,1,0.430363,0.584541
3750,"acustic","sense_veu",-7.457,0.54,"lent","gravada",0.449,0.679,0.026,3.55088333333333,0,0,48,-4.02678,0,0.36666,0.24246
3751,"acustic","sense_veu",-13.222,0.2,"lent","gravada",0.621,0.67,0.0875,4.28933333333333,11,0,73,-2.6444,0,0.134,0.1242
3752,"mig_acustic","sense_veu",-4.08,0.743,"mitjà","gravada",0.768,0.708,0.0379,3.62721666666667,10,1,83,-3.03144,1,0.526044,0.570624
3753,"no_acustic","sense_veu",-3.442,0.938,"lent","gravada",0.875,0.618,0.0456,4.48333333333333,9,1,81,-3.228596,0,0.579684,0.82075
3754,"mig_acustic","sense_veu",-6.504,0.953,"ràpid","gravada",0.887,0.565,0.0393,2.18933333333333,9,1,58,-6.198312,0,0.538445,0.845311
3755,"no_acustic","sense_veu",-13.014,0.499,"mitjà","gravada",0.963,0.771,0.0769,4.97733333333333,6,1,46,-6.493986,1,0.384729,0.480537
3756,"no_acustic","sense_veu",-4.367,0.843,"mitjà","en_viu",0.839,0.712,0.0291,5.31266666666667,6,1,42,-3.681381,1,0.600216,0.707277
3757,"acustic","sense_veu",-13.29,0.241,"ràpid","mig",0.345,0.522,0.0343,3.69153333333333,5,0,50,-3.20289,0,0.125802,0.083145
3758,"mig_acustic","sense_veu",-5.376,0.738,"mitjà","mig",0.76,0.675,0.17,2.79093333333333,11,0,45,-3.967488,0,0.49815,0.56088
3759,"mig_acustic","sense_veu",-5.119,0.66,"mitjà","en_viu",0.521,0.703,0.0337,3.31576666666667,6,0,85,-3.37854,1,0.46398,0.34386
3760,"no_acustic","sense_veu",-3.892,0.814,"ràpid","en_viu",0.78,0.807,0.0313,4.63003333333333,1,1,67,-3.168088,1,0.656898,0.63492
3761,"no_acustic","sense_veu",-3.841,0.969,"ràpid","gravada",0.249,0.278,0.14,2.77466666666667,10,0,9,-3.721929,0,0.269382,0.241281
3762,"mig_acustic","sense_veu",-4.828,0.769,"mitjà","en_viu",0.818,0.819,0.373,2.68176666666667,4,1,72,-3.712732,1,0.629811,0.629042
3763,"acustic","sense_veu",-6.576,0.909,"lent","gravada",0.79,0.568,0.0651,3.62866666666667,9,0,62,-5.977584,0,0.516312,0.71811
3764,"no_acustic","molta_veu",-9.779,0.685,"mitjà","gravada",0.46,0.563,0.0757,2.67186666666667,8,1,57,-6.698615,0,0.385655,0.3151
3765,"no_acustic","sense_veu",-6.35,0.391,"lent","gravada",0.174,0.818,0.0741,3.61893333333333,6,0,94,-2.48285,1,0.319838,0.068034
3766,"mig_acustic","sense_veu",-4.163,0.975,"ràpid","en_viu",0.856,0.708,0.0578,3.262,10,1,33,-4.058925,1,0.6903,0.8346
3767,"acustic","sense_veu",-3.183,0.693,"lent","gravada",0.621,0.825,0.0802,4.16066666666667,1,0,81,-2.205819,1,0.571725,0.430353
3768,"no_acustic","sense_veu",-20.629,0.0938,"mitjà","en_viu",0.531,0.71,0.0563,4.48066666666667,5,1,48,-1.9350002,1,0.066598,0.0498078
3769,"no_acustic","sense_veu",-5.517,0.782,"ràpid","en_viu",0.29,0.63,0.174,5.76703333333333,11,0,57,-4.314294,0,0.49266,0.22678
3770,"no_acustic","sense_veu",-3.376,0.956,"lent","mig",0.673,0.473,0.0609,4.21458333333333,4,0,47,-3.227456,0,0.452188,0.643388
3771,"acustic","sense_veu",-7.114,0.483,"lent","gravada",0.282,0.849,0.291,2.7603,10,0,71,-3.436062,1,0.410067,0.136206
3772,"mig_acustic","sense_veu",-7.307,0.558,"ràpid","mig",0.493,0.877,0.342,3.77555,3,1,72,-4.077306,1,0.489366,0.275094
3773,"no_acustic","sense_veu",-2.882,0.65,"ràpid","en_viu",0.316,0.855,0.0858,4.8371,7,1,82,-1.8733,1,0.55575,0.2054
3774,"no_acustic","poca_veu",-6.663,0.879,"mitjà","en_viu",0.675,0.624,0.0374,3.76621666666667,1,1,18,-5.856777,0,0.548496,0.593325
3775,"acustic","sense_veu",-6.582,0.653,"lent","mig",0.565,0.947,0.0691,4.80555,8,0,77,-4.298046,1,0.618391,0.368945
3776,"no_acustic","sense_veu",-9.538,0.945,"ràpid","en_viu",0.584,0.592,0.0339,3,1,1,46,-9.01341,0,0.55944,0.55188
3777,"acustic","sense_veu",-5.476,0.777,"mitjà","en_viu",0.94,0.719,0.0964,3.91666666666667,4,1,17,-4.254852,1,0.558663,0.73038
3778,"acustic","sense_veu",-8.277,0.286,"lent","en_viu",0.446,0.562,0.0545,3.11643333333333,8,0,52,-2.367222,0,0.160732,0.127556
3779,"mig_acustic","sense_veu",-2.935,0.752,"ràpid","en_viu",0.648,0.814,0.09,2.85866666666667,11,0,63,-2.20712,1,0.612128,0.487296
3780,"mig_acustic","sense_veu",-4.762,0.986,"mitjà","gravada",0.868,0.693,0.153,5.394,10,0,24,-4.695332,0,0.683298,0.855848
3781,"mig_acustic","sense_veu",-5.925,0.843,"mitjà","gravada",0.915,0.907,0.0388,4.012,10,0,59,-4.994775,1,0.764601,0.771345
3782,"acustic","sense_veu",-6.908,0.558,"ràpid","gravada",0.466,0.589,0.0461,3.53933333333333,9,1,67,-3.854664,0,0.328662,0.260028
3783,"acustic","sense_veu",-8.928,0.584,"lent","mig",0.435,0.675,0.0437,3.44443333333333,9,0,31,-5.213952,0,0.3942,0.25404
3784,"acustic","sense_veu",-12.926,0.253,"lent","mig",0.096,0.636,0.0296,3.46913333333333,9,1,59,-3.270278,0,0.160908,0.024288
3785,"acustic","poca_veu",-15.164,0.321,"lent","en_viu",0.0393,0.292,0.0394,3.9943,11,1,51,-4.867644,0,0.093732,0.0126153
3786,"acustic","sense_veu",-7.539,0.363,"lent","mig",0.16,0.429,0.0327,2.67043333333333,0,1,51,-2.736657,0,0.155727,0.05808
3787,"mig_acustic","sense_veu",-4.693,0.73,"ràpid","gravada",0.865,0.897,0.235,3.82813333333333,0,1,34,-3.42589,1,0.65481,0.63145
3788,"no_acustic","sense_veu",-5.265,0.812,"mitjà","en_viu",0.542,0.686,0.0482,4.9637,9,1,38,-4.27518,0,0.557032,0.440104
3789,"mig_acustic","sense_veu",-5.472,0.736,"mitjà","gravada",0.744,0.696,0.0446,4.69111666666667,10,0,55,-4.027392,0,0.512256,0.547584
3790,"acustic","sense_veu",-14.082,0.153,"lent","mig",0.254,0.463,0.0497,3.98555,10,1,61,-2.154546,0,0.070839,0.038862
3791,"no_acustic","sense_veu",-4.927,0.75,"mitjà","gravada",0.925,0.774,0.0413,3.29976666666667,11,0,75,-3.69525,1,0.5805,0.69375
3792,"no_acustic","sense_veu",-4.927,0.813,"mitjà","gravada",0.846,0.613,0.0331,2.9466,11,0,53,-4.005651,0,0.498369,0.687798
3793,"acustic","sense_veu",-11.776,0.286,"mitjà","mig",0.284,0.515,0.0378,3.60288333333333,5,1,64,-3.367936,0,0.14729,0.081224
3794,"mig_acustic","sense_veu",-3.733,0.828,"mitjà","en_viu",0.555,0.544,0.0963,2.84621666666667,1,0,10,-3.090924,0,0.450432,0.45954
3795,"acustic","sense_veu",-8.617,0.444,"mitjà","mig",0.65,0.495,0.0313,2.81415,5,1,64,-3.825948,0,0.21978,0.2886
3796,"mig_acustic","sense_veu",-8.426,0.659,"mitjà","mig",0.17,0.368,0.031,3.998,4,0,45,-5.552734,0,0.242512,0.11203
3797,"acustic","sense_veu",-4.251,0.7,"ràpid","mig",0.619,0.584,0.0266,3.90288333333333,6,1,73,-2.9757,0,0.4088,0.4333
3798,"no_acustic","sense_veu",-3.321,0.819,"lent","mig",0.746,0.902,0.317,3.11453333333333,1,1,88,-2.719899,1,0.738738,0.610974
3799,"no_acustic","sense_veu",-5.838,0.593,"mitjà","en_viu",0.511,0.706,0.0554,4.14176666666667,6,1,22,-3.461934,1,0.418658,0.303023
3800,"mig_acustic","sense_veu",-6.757,0.791,"ràpid","en_viu",0.298,0.569,0.446,3.91616666666667,6,1,52,-5.344787,0,0.450079,0.235718
3801,"acustic","sense_veu",-9.002,0.692,"mitjà","mig",0.841,0.605,0.0342,2.55866666666667,1,1,53,-6.229384,0,0.41866,0.581972
3802,"acustic","sense_veu",-12.146,0.312,"lent","mig",0.505,0.544,0.0266,3.46666666666667,4,0,37,-3.789552,0,0.169728,0.15756
3803,"acustic","sense_veu",-5.509,0.646,"lent","mig",0.532,0.732,0.0493,3.374,8,1,55,-3.558814,1,0.472872,0.343672
3804,"no_acustic","sense_veu",-4.07,0.92,"lent","gravada",0.533,0.663,0.226,4.31991666666667,11,0,77,-3.7444,0,0.60996,0.49036
3805,"acustic","sense_veu",-13.962,0.257,"ràpid","en_viu",0.55,0.509,0.108,2.6,6,0,64,-3.588234,0,0.130813,0.14135
3806,"no_acustic","sense_veu",-4.512,0.893,"ràpid","en_viu",0.812,0.547,0.0761,3.95333333333333,4,1,71,-4.029216,0,0.488471,0.725116
3807,"mig_acustic","sense_veu",-6.99,0.415,"ràpid","mig",0.205,0.594,0.0277,3.82315,7,1,13,-2.90085,0,0.24651,0.085075
3808,"mig_acustic","sense_veu",-15.295,0.373,"ràpid","mig",0.26,0.571,0.0269,4.10821666666667,5,1,54,-5.705035,0,0.212983,0.09698
3809,"no_acustic","sense_veu",-9.753,0.796,"lent","gravada",0.866,0.699,0.0585,2.71155,9,1,35,-7.763388,0,0.556404,0.689336
3810,"acustic","sense_veu",-5.188,0.681,"lent","mig",0.461,0.769,0.222,2.836,5,1,67,-3.533028,1,0.523689,0.313941
3811,"mig_acustic","sense_veu",-11.974,0.65,"lent","gravada",0.538,0.77,0.175,3.58933333333333,2,1,80,-7.7831,1,0.5005,0.3497
3812,"mig_acustic","sense_veu",-5.356,0.651,"mitjà","mig",0.278,0.68,0.0535,3.24011666666667,5,1,38,-3.486756,0,0.44268,0.180978
3813,"acustic","sense_veu",-8.767,0.816,"ràpid","mig",0.96,0.824,0.425,2.9791,1,1,2,-7.153872,1,0.672384,0.78336
3814,"no_acustic","molta_veu",-5.365,0.904,"ràpid","gravada",0.886,0.693,0.0619,6.75911666666667,6,0,33,-4.84996,0,0.626472,0.800944
3815,"acustic","sense_veu",-8.282,0.637,"ràpid","mig",0.1,0.494,0.0333,3.79666666666667,5,1,83,-5.275634,0,0.314678,0.0637
3816,"acustic","molta_veu",-17.418,0.514,"lent","mig",0.209,0.508,0.0296,3.81608333333333,1,0,53,-8.952852,0,0.261112,0.107426
3817,"no_acustic","sense_veu",-6.199,0.356,"mitjà","en_viu",0.613,0.671,0.0519,3.08666666666667,3,0,37,-2.206844,0,0.238876,0.218228
3818,"mig_acustic","sense_veu",-12.808,0.424,"mitjà","mig",0.175,0.927,0.244,5.71916666666667,11,1,79,-5.430592,1,0.393048,0.0742
3819,"acustic","poca_veu",-16.526,0.273,"ràpid","mig",0.238,0.365,0.038,4.1494,9,0,60,-4.511598,0,0.099645,0.064974
3820,"mig_acustic","sense_veu",-7.227,0.535,"mitjà","mig",0.671,0.875,0.171,3.04568333333333,1,0,81,-3.866445,1,0.468125,0.358985
3821,"mig_acustic","sense_veu",-3.035,0.803,"lent","en_viu",0.853,0.772,0.0565,4.036,1,1,87,-2.437105,1,0.619916,0.684959
3822,"acustic","sense_veu",-9.545,0.379,"ràpid","en_viu",0.105,0.558,0.0333,3.47043333333333,2,1,79,-3.617555,0,0.211482,0.039795
3823,"no_acustic","sense_veu",-12.295,0.63,"mitjà","mig",0.882,0.787,0.0609,4.45488333333333,0,1,63,-7.74585,1,0.49581,0.55566
3824,"no_acustic","sense_veu",-3.871,0.931,"ràpid","en_viu",0.172,0.451,0.0719,4.08533333333333,9,1,78,-3.603901,0,0.419881,0.160132
3825,"mig_acustic","sense_veu",-6.626,0.916,"ràpid","en_viu",0.964,0.594,0.0608,4.51088333333333,9,1,54,-6.069416,0,0.544104,0.883024
3826,"mig_acustic","sense_veu",-6.423,0.735,"ràpid","en_viu",0.579,0.552,0.194,3.45836666666667,6,0,58,-4.720905,0,0.40572,0.425565
3827,"no_acustic","sense_veu",-2.642,0.779,"ràpid","mig",0.228,0.667,0.0644,2.86221666666667,1,1,65,-2.058118,0,0.519593,0.177612
3828,"acustic","sense_veu",-10.715,0.303,"ràpid","gravada",0.17,0.397,0.11,2.87178333333333,0,1,84,-3.246645,0,0.120291,0.05151
3829,"acustic","sense_veu",-10.71,0.698,"lent","gravada",0.279,0.149,0.0446,7.09421666666667,2,1,48,-7.47558,0,0.104002,0.194742
3830,"mig_acustic","sense_veu",-8.498,0.546,"ràpid","en_viu",0.598,0.406,0.0287,3.85288333333333,11,1,8,-4.639908,0,0.221676,0.326508
3831,"mig_acustic","sense_veu",-3.054,0.725,"mitjà","gravada",0.304,0.673,0.0393,3.99755,6,0,76,-2.21415,0,0.487925,0.2204
3832,"acustic","sense_veu",-7.095,0.506,"lent","en_viu",0.312,0.514,0.28,2.78328333333333,10,0,77,-3.59007,0,0.260084,0.157872
3833,"mig_acustic","sense_veu",-3.424,0.965,"lent","gravada",0.885,0.64,0.0593,4.3,9,0,33,-3.30416,0,0.6176,0.854025
3834,"acustic","sense_veu",-11.121,0.533,"lent","en_viu",0.394,0.616,0.126,4.56821666666667,5,0,12,-5.927493,0,0.328328,0.210002
3835,"no_acustic","sense_veu",-6.319,0.357,"ràpid","en_viu",0.367,0.719,0.0485,3.41106666666667,10,0,92,-2.255883,1,0.256683,0.131019
3836,"no_acustic","sense_veu",-5.731,0.581,"lent","mig",0.494,0.489,0.0917,3.2791,11,1,73,-3.329711,0,0.284109,0.287014
3837,"mig_acustic","sense_veu",-5.811,0.843,"ràpid","mig",0.513,0.686,0.0323,2.82281666666667,1,1,37,-4.898673,0,0.578298,0.432459
3838,"no_acustic","sense_veu",-4.039,0.923,"mitjà","gravada",0.895,0.615,0.0461,4.22176666666667,11,1,17,-3.727997,0,0.567645,0.826085
3839,"mig_acustic","sense_veu",-3.876,0.878,"lent","en_viu",0.621,0.437,0.396,2.72101666666667,10,0,20,-3.403128,0,0.383686,0.545238
3840,"mig_acustic","sense_veu",-6.048,0.784,"lent","en_viu",0.908,0.707,0.0405,4.17821666666667,1,1,72,-4.741632,1,0.554288,0.711872
3841,"mig_acustic","sense_veu",-6.524,0.756,"lent","en_viu",0.714,0.537,0.321,4.21713333333333,4,1,57,-4.932144,0,0.405972,0.539784
3842,"acustic","sense_veu",-8.161,0.452,"lent","mig",0.802,0.872,0.114,3.7327,10,0,65,-3.688772,1,0.394144,0.362504
3843,"mig_acustic","sense_veu",-6.691,0.64,"mitjà","mig",0.738,0.68,0.042,5.3711,1,0,9,-4.28224,0,0.4352,0.47232
3844,"mig_acustic","sense_veu",-6.153,0.808,"mitjà","mig",0.933,0.682,0.0374,2.84243333333333,9,1,50,-4.971624,0,0.551056,0.753864
3845,"no_acustic","sense_veu",-6.879,0.682,"mitjà","gravada",0.875,0.677,0.037,3.20176666666667,9,1,65,-4.691478,0,0.461714,0.59675
3846,"acustic","molta_veu",-35.389,0.0703,"lent","gravada",0.076,0.189,0.0343,5.5272,8,1,40,-2.4878467,0,0.0132867,0.0053428
3847,"acustic","sense_veu",-6.736,0.499,"mitjà","mig",0.439,0.416,0.03,4.20355,0,1,22,-3.361264,0,0.207584,0.219061
3848,"mig_acustic","sense_veu",-7.661,0.715,"lent","mig",0.666,0.561,0.0717,2.9479,9,1,75,-5.477615,0,0.401115,0.47619
3849,"mig_acustic","sense_veu",-6.745,0.782,"ràpid","mig",0.564,0.415,0.0748,3.51666666666667,2,1,45,-5.27459,0,0.32453,0.441048
3850,"no_acustic","sense_veu",-5.236,0.705,"mitjà","mig",0.394,0.589,0.0365,3.1736,8,1,41,-3.69138,0,0.415245,0.27777
3851,"acustic","sense_veu",-8.597,0.573,"lent","en_viu",0.408,0.695,0.106,2.9862,4,0,81,-4.926081,0,0.398235,0.233784
3852,"mig_acustic","sense_veu",-6.386,0.612,"mitjà","gravada",0.68,0.744,0.0333,2.36976666666667,5,1,72,-3.908232,1,0.455328,0.41616
3853,"mig_acustic","sense_veu",-7.047,0.884,"ràpid","en_viu",0.784,0.589,0.482,3.32436666666667,10,0,74,-6.229548,0,0.520676,0.693056
3854,"acustic","sense_veu",-7.602,0.582,"mitjà","mig",0.603,0.605,0.0536,3.1511,2,0,32,-4.424364,0,0.35211,0.350946
3855,"no_acustic","sense_veu",-5.827,0.563,"ràpid","gravada",0.842,0.458,0.175,1.8217,9,1,70,-3.280601,0,0.257854,0.474046
3856,"no_acustic","sense_veu",-4.692,0.71,"mitjà","gravada",0.784,0.637,0.029,3.62488333333333,0,1,17,-3.33132,0,0.45227,0.55664
3857,"mig_acustic","sense_veu",-6.535,0.649,"lent","en_viu",0.677,0.762,0.0658,4.45133333333333,1,0,60,-4.241215,1,0.494538,0.439373
3858,"mig_acustic","sense_veu",-3.521,0.839,"mitjà","en_viu",0.747,0.789,0.346,4.52035,7,1,23,-2.954119,1,0.661971,0.626733
3859,"no_acustic","sense_veu",-7.264,0.724,"ràpid","en_viu",0.184,0.428,0.0434,3.45865,11,1,61,-5.259136,0,0.309872,0.133216
3860,"acustic","sense_veu",-7.632,0.624,"mitjà","mig",0.123,0.687,0.0355,2.9,11,1,46,-4.762368,0,0.428688,0.076752
3861,"acustic","sense_veu",-11.523,0.805,"lent","en_viu",0.254,0.494,0.422,3.31466666666667,5,1,41,-9.276015,0,0.39767,0.20447
3862,"no_acustic","sense_veu",-4.607,0.89,"ràpid","en_viu",0.222,0.54,0.0544,4.08533333333333,2,1,49,-4.10023,0,0.4806,0.19758
3863,"no_acustic","sense_veu",-7.005,0.746,"ràpid","en_viu",0.752,0.688,0.306,3.40371666666667,4,0,25,-5.22573,0,0.513248,0.560992
3864,"mig_acustic","sense_veu",-7.708,0.363,"lent","en_viu",0.535,0.632,0.0405,3.07888333333333,10,1,66,-2.798004,0,0.229416,0.194205
3865,"no_acustic","sense_veu",-4.247,0.903,"lent","gravada",0.59,0.628,0.0371,2.83,7,0,59,-3.835041,0,0.567084,0.53277
3866,"no_acustic","sense_veu",-10.38,0.693,"ràpid","en_viu",0.259,0.668,0.11,3.83101666666667,6,1,11,-7.19334,0,0.462924,0.179487
3867,"no_acustic","sense_veu",-2.958,0.807,"mitjà","en_viu",0.336,0.573,0.0388,3.48488333333333,10,1,69,-2.387106,0,0.462411,0.271152
3868,"no_acustic","sense_veu",-4.378,0.786,"ràpid","en_viu",0.605,0.67,0.0495,3.89648333333333,0,1,58,-3.441108,0,0.52662,0.47553
3869,"mig_acustic","sense_veu",-5.576,0.724,"mitjà","gravada",0.385,0.618,0.0754,2.92221666666667,11,1,67,-4.037024,0,0.447432,0.27874
3870,"mig_acustic","sense_veu",-5.766,0.755,"mitjà","gravada",0.751,0.776,0.0266,2.5073,0,0,13,-4.35333,1,0.58588,0.567005
3871,"mig_acustic","sense_veu",-7.895,0.444,"mitjà","gravada",0.45,0.501,0.0264,3.06,2,1,43,-3.50538,0,0.222444,0.1998
3872,"mig_acustic","sense_veu",-5.094,0.624,"ràpid","gravada",0.366,0.777,0.0681,3.08666666666667,8,0,62,-3.178656,1,0.484848,0.228384
3873,"no_acustic","sense_veu",-12.668,0.702,"ràpid","en_viu",0.314,0.593,0.0409,3.96888333333333,0,1,11,-8.892936,0,0.416286,0.220428
3874,"no_acustic","sense_veu",-4.113,0.817,"mitjà","gravada",0.498,0.515,0.172,4.79221666666667,0,1,46,-3.360321,0,0.420755,0.406866
3875,"no_acustic","poca_veu",-2.418,0.795,"mitjà","mig",0.309,0.664,0.0391,2.20311666666667,11,0,54,-1.92231,0,0.52788,0.245655
3876,"no_acustic","sense_veu",-4.475,0.661,"ràpid","en_viu",0.297,0.256,0.047,3.48901666666667,0,0,22,-2.957975,0,0.169216,0.196317
3877,"no_acustic","sense_veu",-3.663,0.762,"ràpid","gravada",0.54,0.662,0.083,3.475,9,1,31,-2.791206,0,0.504444,0.41148
3878,"mig_acustic","sense_veu",-7.604,0.875,"mitjà","gravada",0.551,0.964,0.191,4.39888333333333,0,1,76,-6.6535,1,0.8435,0.482125
3879,"no_acustic","sense_veu",-4.888,0.968,"mitjà","en_viu",0.15,0.252,0.103,4.70933333333333,7,1,33,-4.731584,0,0.243936,0.1452
3880,"mig_acustic","sense_veu",-3.112,0.895,"lent","gravada",0.794,0.792,0.0364,3.35876666666667,1,1,88,-2.78524,1,0.70884,0.71063
3881,"mig_acustic","sense_veu",-6.765,0.725,"mitjà","en_viu",0.683,0.57,0.0379,2.90715,5,0,60,-4.904625,0,0.41325,0.495175
3882,"mig_acustic","sense_veu",-3.559,0.902,"lent","mig",0.286,0.635,0.13,3.63036666666667,0,1,95,-3.210218,0,0.57277,0.257972
3883,"mig_acustic","sense_veu",-7.886,0.538,"ràpid","mig",0.454,0.386,0.0523,4.92955,8,1,67,-4.242668,0,0.207668,0.244252
